"cust","cds","sales","date"
2903,2,24.48,1998-01-24
2904,2,59.54,1997-01-12
2920,1,16.7,1997-01-12
2932,3,46.47,1997-01-12
2932,3,38.77,1997-02-22
2939,2,19.28,1997-01-14
2944,1,14.96,1997-01-29
2944,2,30.33,1997-03-10
2944,1,14.96,1997-04-06
2944,1,14.96,1997-07-29
2958,1,12.49,1997-01-12
2958,3,62.97,1997-06-02
2958,3,42.9,1997-07-31
2961,2,26.14,1997-01-12
2965,2,28.74,1997-01-12
2965,5,64.45,1997-09-27
2965,4,93.46,1998-02-25
2983,5,47.48,1997-01-12
3001,1,15.9,1997-01-13
3001,1,14.9,1997-03-30
3001,1,14.99,1997-06-12
3001,2,31.6,1997-07-02
3005,12,166.75,1997-01-12
3008,1,11.77,1997-01-12
3008,1,11.77,1997-01-13
3011,1,9.98,1997-01-12
3011,1,9.77,1997-09-01
3011,1,14.96,1997-09-01
3011,1,17.99,1997-09-18
3011,2,29.48,1998-03-22
3016,2,21.54,1997-01-13
3016,2,25.74,1997-09-08
3016,2,31.98,1997-10-16
3016,3,29.47,1997-11-05
3016,1,7.49,1997-11-21
3021,3,44.88,1997-01-12
3021,6,90.83,1997-02-21
3028,2,23.49,1997-01-13
3028,1,11.77,1997-01-18
3028,1,5.78,1997-01-25
3028,3,50.71,1997-03-15
3028,1,9.77,1997-03-21
3028,1,13.97,1997-03-29
3028,1,14.37,1997-04-01
3028,1,13.77,1997-05-18
3028,2,24.02,1997-06-17
3028,1,6.79,1997-06-21
3028,1,13.97,1997-07-16
3028,1,11.77,1997-07-30
3028,1,12.25,1997-07-30
3028,1,12.77,1997-08-12
3028,1,14.79,1997-08-12
3028,1,11.77,1997-08-16
3028,1,5.99,1998-01-14
3030,1,31.97,1997-01-13
3041,2,32.76,1997-02-26
3041,1,14.96,1997-03-08
3041,1,29.99,1997-03-21
3041,2,26.14,1997-03-24
3041,1,14.96,1997-03-24
3041,1,14.96,1997-04-09
3041,1,5.78,1997-04-30
3041,1,24.95,1997-05-18
3041,2,17.76,1997-05-27
3041,1,7.13,1997-06-14
3041,1,14.96,1997-06-16
3041,1,13.97,1997-07-05
3041,2,12.55,1997-07-26
3041,2,28.13,1997-08-09
3041,2,15.56,1997-08-24
3041,1,11.99,1997-09-23
3041,2,27.98,1997-10-19
3041,2,39.98,1997-10-26
3041,1,17.99,1997-11-24
3041,1,12.99,1998-02-08
3041,1,11.88,1998-04-15
3041,1,28.49,1998-04-19
3041,1,38.99,1998-04-22
3041,1,12.99,1998-06-18
3041,1,39.49,1998-06-19
3047,1,15.36,1997-01-13
3060,1,14.79,1997-01-13
3076,1,18.36,1997-01-13
3087,1,14.37,1997-01-13
3089,2,29.92,1997-01-20
3089,2,29.98,1997-01-27
3089,2,29.98,1997-02-11
3089,1,12.99,1998-02-13
3099,4,59.66,1997-01-13
3099,10,151.98,1997-05-22
3099,4,48.28,1997-05-28
3099,5,62.04,1997-05-29
3102,1,17.76,1997-01-13
3102,2,28.73,1997-02-09
3102,1,15.76,1997-08-20
3102,1,14.37,1997-08-31
3106,3,33.38,1997-01-13
3106,2,36.67,1997-02-03
3112,3,40.11,1997-01-13
3134,1,0,1997-01-13
3138,1,13.97,1997-01-17
3138,9,176.45,1997-04-09
3138,4,40.46,1997-10-31
3138,8,125.92,1998-05-07
3157,2,179.98,1997-01-13
3157,2,30.33,1997-03-05
3157,1,19.55,1997-08-19
3157,2,52.03,1997-08-22
3157,1,17.49,1997-10-15
3157,1,8.99,1997-10-19
3157,1,19.49,1997-10-19
3157,1,12.49,1998-01-15
3157,2,36.48,1998-02-24
3157,2,38.98,1998-03-27
3158,2,30.72,1997-01-13
3163,1,44.3,1997-01-13
3163,1,36.99,1997-01-17
3163,1,15.99,1997-03-13
3163,2,59.98,1997-09-23
3163,1,11.99,1997-09-24
3163,1,12.99,1997-09-24
3163,2,46.98,1997-09-25
3163,1,13.99,1997-10-27
3163,1,13.99,1997-10-27
3163,2,24.98,1997-11-24
3163,1,11.99,1998-01-06
3163,1,22.49,1998-03-04
3163,2,25.16,1998-03-04
3163,1,22.49,1998-03-09
3163,1,12.99,1998-03-25
3171,2,26.94,1997-01-13
3182,5,69.22,1997-01-13
3182,4,58.68,1997-02-10
3182,5,71.45,1997-09-18
3183,1,15.36,1997-01-13
3183,2,20.75,1997-01-16
3197,1,54.97,1997-03-17
3197,3,39.47,1997-10-06
3199,2,29.73,1997-01-13
3219,8,126.9,1997-01-14
3238,1,15.36,1997-01-13
3238,1,18.99,1997-01-18
3238,2,44.48,1997-10-23
3238,2,42.48,1998-03-01
3238,1,59.49,1998-03-01
3242,1,20.99,1997-01-13
3262,1,12.77,1997-01-13
3268,1,16.99,1997-01-30
3268,1,11.77,1997-04-07
3268,1,11.77,1997-04-14
3287,2,38.13,1997-01-14
3298,3,69.97,1997-01-14
3298,1,12.77,1997-02-22
3298,2,26.49,1997-06-24
3298,1,20.99,1997-09-12
3299,1,5.99,1997-01-14
3299,2,31.48,1997-09-25
3311,1,15.36,1997-01-14
3311,3,69.84,1997-05-19
3311,2,23.76,1998-06-13
3312,1,23.99,1997-01-14
3318,1,14.37,1997-01-14
3318,1,14.37,1997-02-07
3318,1,11.49,1998-03-21
3322,3,57.51,1997-01-15
3333,1,13.97,1997-01-14
3341,2,53.54,1997-01-15
3341,1,41.77,1997-03-18
3353,1,15.36,1997-01-14
3374,1,11.77,1997-01-14
3376,6,84.94,1997-01-14
3376,1,14.99,1997-01-31
3376,5,74.95,1997-02-02
3376,4,59.96,1997-02-12
3376,2,29.98,1997-02-13
3376,1,15.36,1997-02-13
3388,1,14.37,1997-01-14
3400,4,57.1,1997-01-14
3400,2,28.73,1997-05-17
3400,2,22.48,1997-09-13
3400,7,51.43,1997-11-09
3400,4,42.46,1998-02-15
3400,6,64.44,1998-05-11
3403,3,51.15,1997-01-14
3415,3,48.51,1997-01-14
3415,1,50.97,1997-01-15
3415,6,92.17,1997-06-26
3415,12,137.05,1997-07-27
3415,18,222.3,1998-03-09
3425,1,14.7,1997-01-14
3438,2,37.98,1997-01-22
3442,8,119.36,1997-03-19
3442,1,13.97,1997-03-22
3442,6,95.2,1997-08-10
3442,5,118.45,1997-10-07
3442,6,101.94,1997-11-01
3442,1,12.99,1997-11-07
3444,2,28.74,1997-01-14
3451,2,29.58,1997-01-14
3451,2,29.75,1997-06-02
3451,1,12.99,1997-10-07
3467,4,52.27,1997-01-14
3469,1,12.49,1997-01-14
3469,2,48.94,1997-05-10
3469,3,42.97,1997-11-30
3469,1,12.49,1997-12-08
3487,1,15.36,1997-01-14
3487,1,11.88,1998-06-30
3496,1,6.79,1997-01-15
3496,1,7.98,1997-01-16
3496,1,10.77,1997-01-21
3496,2,28.93,1997-02-03
3496,4,53.96,1998-01-18
3496,5,55.45,1998-03-04
3496,2,25.98,1998-03-25
3496,1,12.99,1998-04-07
3496,2,25.48,1998-04-07
3496,3,50.25,1998-04-12
3496,1,56.99,1998-04-28
3496,2,30.98,1998-06-21
3497,1,10.77,1997-01-14
3497,4,53.27,1997-04-21
3497,5,68.22,1997-08-26
3497,1,12.58,1998-05-09
3501,1,12.49,1997-01-15
3501,3,36.28,1997-01-29
3501,3,35.55,1997-01-30
3501,2,30.32,1997-02-10
3501,6,50.14,1997-02-10
3501,2,28.74,1997-02-13
3501,5,40.05,1997-02-22
3501,1,12.77,1997-03-01
3501,3,24.47,1997-03-07
3501,3,28.54,1997-03-13
3501,2,24.98,1997-03-16
3501,2,33,1997-03-19
3501,2,45.98,1997-03-19
3501,2,24.98,1997-03-27
3501,1,29.99,1997-03-28
3501,1,26.99,1997-04-08
3501,1,14.96,1997-04-10
3501,1,19.99,1997-04-10
3501,1,11.77,1997-04-11
3501,2,21.54,1997-04-27
3501,1,29.99,1997-04-27
3501,1,12.49,1997-04-28
3501,3,20.37,1997-04-29
3501,2,24.98,1997-04-30
3501,1,6.99,1997-04-30
3501,1,27.97,1997-05-01
3501,6,83.94,1997-05-19
3501,4,50.97,1997-05-25
3501,3,20.37,1997-05-28
3501,3,44.29,1997-06-20
3501,3,40.97,1997-06-20
3501,2,25.98,1997-07-25
3501,4,41.96,1998-01-05
3501,2,24.98,1998-01-05
3501,1,12.99,1998-04-27
3510,1,23.99,1997-01-15
3518,1,19.99,1997-01-25
3518,3,42,1997-06-13
3518,3,38,1997-06-25
3518,1,8,1997-06-25
3525,1,19.97,1997-01-15
3545,1,12.7,1997-01-15
3556,2,39.96,1997-01-15
3558,9,119.76,1997-01-15
3558,7,92.79,1997-01-20
3558,3,36.5,1997-01-30
3558,7,94.57,1997-02-08
3558,1,13.97,1997-03-19
3558,4,59.28,1997-06-22
3558,1,24.49,1997-10-12
3567,13,179.21,1997-02-02
3571,1,14.7,1997-01-15
3580,1,35.77,1997-02-06
3580,1,14.96,1997-06-02
3580,3,8.97,1997-09-25
3584,5,64.23,1997-01-15
3584,1,11.77,1997-01-20
3584,1,9.98,1997-04-24
3587,1,14.96,1997-01-15
3601,1,15.36,1997-01-15
3612,2,26.14,1997-01-15
3614,4,49.28,1997-01-15
3614,1,13.97,1997-01-23
3614,6,66.22,1997-02-05
3614,3,48.9,1997-02-07
3614,4,49.28,1997-02-07
3614,2,36.48,1997-09-10
3614,1,10.49,1997-09-24
3614,10,113.9,1997-11-26
3614,2,20.98,1997-12-15
3629,1,11.99,1997-01-15
3647,1,11.77,1997-02-09
3647,3,57.5,1997-07-21
3656,1,11.77,1997-01-15
3656,1,9.49,1998-04-01
3656,1,13.99,1998-04-14
3656,1,11.49,1998-05-15
3656,1,12.99,1998-05-15
3660,1,8.77,1997-01-15
3660,1,9.77,1997-06-21
3660,1,14.42,1998-03-19
3669,3,39.7,1997-01-16
3669,1,15.7,1997-03-15
3669,1,15.7,1997-06-23
3669,1,22.49,1997-11-21
3674,2,30.13,1997-01-15
3690,1,19.99,1997-01-15
3704,1,27.99,1997-01-15
3726,2,29.98,1997-01-15
3743,1,10.97,1997-01-21
3755,2,21.98,1997-01-16
3774,6,83,1997-01-22
3774,5,64.24,1997-04-30
3774,1,14.96,1997-05-02
3774,4,58.85,1998-04-05
3775,4,39.3,1997-01-16
3794,1,15.36,1997-01-16
3805,1,6.79,1997-01-16
3805,1,4.79,1997-06-23
3809,1,17.9,1997-01-16
3819,7,128.36,1997-01-16
3819,9,130.09,1997-02-15
3819,2,27.94,1997-06-23
3820,2,29.33,1997-01-16
3820,1,12.77,1997-03-24
3824,1,7.98,1997-01-16
3838,2,11.56,1997-01-16
3853,1,41.9,1997-01-16
3874,4,58.47,1997-02-06
3876,3,44.12,1997-01-16
3891,1,9.99,1997-01-16
3902,3,46.68,1997-01-16
3902,18,242.98,1997-02-03
3911,1,23.99,1997-01-16
3911,4,58.46,1997-03-06
3911,1,13.97,1997-07-01
3912,1,15.36,1997-01-16
3926,1,17.36,1997-01-16
3944,1,19.99,1997-01-16
3955,1,7.78,1997-01-16
3965,1,24.99,1997-01-16
3965,1,9.77,1997-02-21
3965,1,9.77,1997-03-31
3970,4,47.48,1997-01-16
3970,2,19.74,1997-01-29
3970,4,58.06,1997-03-11
3970,3,63.31,1997-04-10
3970,2,26.14,1997-08-05
3970,3,38.97,1997-10-01
3975,1,15.96,1997-01-16
3993,1,15.99,1997-01-17
3993,1,30.99,1997-04-03
3993,1,4.79,1997-04-26
3993,2,43.48,1997-05-19
3993,1,33.99,1997-11-20
3993,3,31.97,1998-02-18
3997,1,18.77,1997-01-17
4005,1,14.37,1997-01-17
4005,2,24.74,1997-04-26
4005,2,21.48,1998-03-09
4019,1,6.78,1997-01-17
4019,2,23.48,1998-03-24
4037,1,14.37,1997-01-17
4053,1,11.77,1997-01-17
4066,1,15.36,1997-03-11
4066,2,42.48,1997-10-09
4066,3,32.47,1997-12-08
4066,3,39.86,1998-01-20
4066,2,59.55,1998-02-26
4066,5,63.95,1998-03-06
4066,2,63.48,1998-03-27
4066,3,39.46,1998-06-22
4070,1,14.37,1997-01-17
4087,1,12.97,1997-01-17
4090,1,14.96,1997-01-17
4090,1,14.37,1997-01-17
4090,1,13.77,1997-02-26
4090,2,29.48,1998-02-04
4090,1,21.99,1998-03-27
4096,3,27.55,1997-01-17
4096,1,13.97,1997-03-31
4101,1,8.79,1997-01-17
4101,1,16.7,1997-06-20
4105,1,15.36,1997-01-17
4113,4,61.09,1997-02-03
4113,11,166.25,1997-03-29
4113,3,41.5,1997-06-30
4124,2,42.73,1997-01-18
4141,1,20,1997-01-17
4160,1,14.99,1997-01-17
4165,2,34.66,1997-01-17
4165,1,17.3,1997-01-23
4165,1,14.96,1997-03-25
4165,2,28.34,1997-05-01
4165,5,73.02,1997-05-23
4165,3,45.43,1997-07-01
4165,4,59.25,1997-07-12
4165,1,14.96,1997-07-26
4165,5,72.03,1997-08-16
4165,1,13.97,1997-09-01
4165,1,12.99,1997-09-10
4165,3,55.97,1997-09-29
4165,1,11.49,1997-11-17
4165,1,11.49,1997-11-18
4165,3,28.97,1997-12-08
4165,1,11.49,1997-12-11
4165,3,33.47,1998-01-02
4165,1,17.49,1998-02-26
4165,1,12.99,1998-04-15
4165,1,13.99,1998-05-19
4165,1,26.99,1998-05-29
4165,1,12.99,1998-06-25
4167,1,14.99,1997-03-04
4179,1,13.97,1997-01-17
4198,3,43.69,1997-01-17
4203,4,19.76,1997-01-17
4203,1,6.79,1997-01-17
4203,1,12.49,1997-01-27
4203,3,41.68,1997-02-01
4203,1,12.77,1997-04-19
4203,2,24.49,1997-08-23
4203,3,61.97,1997-10-19
4203,2,29.48,1997-12-05
4203,1,12.49,1998-01-24
4214,1,14.37,1997-01-17
4231,2,30.73,1997-01-17
4253,1,15.36,1997-01-18
4269,1,10.77,1997-01-19
4285,1,15.36,1997-01-18
4287,1,15.36,1997-01-18
4287,12,189.64,1997-07-18
4288,2,24.14,1997-01-18
4288,1,25.77,1997-01-18
4288,2,23.54,1997-02-18
4309,3,33.31,1997-01-18
4309,3,38.97,1997-12-15
4316,1,25.77,1997-01-18
4316,1,16.96,1997-02-21
4316,1,14.37,1997-04-19
4316,1,11.77,1997-06-16
4322,2,34.98,1997-01-18
4322,1,29.99,1997-03-15
4330,2,19.54,1997-01-18
4349,2,23.54,1997-01-18
4365,2,18.56,1997-01-20
4374,1,6.79,1997-01-18
4374,2,24.02,1997-06-05
4374,1,12.25,1997-06-20
4379,2,20.75,1997-01-18
4383,1,14.99,1997-01-18
4383,1,46.37,1997-05-13
4383,6,84.19,1997-05-25
4383,1,25.97,1997-06-26
4383,1,25.77,1997-07-14
4383,5,64.43,1997-07-15
4383,2,33.96,1997-07-28
4383,1,19.99,1997-08-20
4383,3,57.71,1997-08-24
4383,6,93.94,1997-12-06
4383,1,24.49,1998-01-06
4383,2,24.87,1998-02-28
4383,5,61.34,1998-04-22
4392,1,20.97,1997-01-18
4392,1,15.38,1997-03-02
4392,2,18.98,1998-02-12
4407,1,11.77,1997-01-18
4408,2,32.74,1997-01-18
4408,4,56.66,1997-02-06
4408,1,11.77,1997-05-09
4424,2,28.93,1997-01-18
4424,1,14.96,1997-08-29
4424,2,23.76,1998-06-11
4427,3,44.29,1997-01-18
4446,6,55.04,1997-01-18
4461,3,41.25,1997-01-18
4461,2,28.34,1997-06-19
4461,1,12.49,1997-11-18
4461,2,24.48,1998-04-05
4461,2,23.98,1998-05-19
4465,4,56.66,1997-01-18
4474,6,97.22,1997-01-18
4474,1,15.36,1997-01-22
4474,1,15.36,1997-02-11
4474,18,271.82,1997-12-30
4474,2,31.98,1998-01-02
4486,2,73.13,1997-01-18
4504,2,34.72,1997-01-18
4504,2,19.98,1997-11-14
4513,2,25.74,1997-01-25
4525,2,26.74,1997-01-19
4544,1,11.77,1997-01-19
4544,1,29.49,1998-03-02
4564,2,39.36,1997-01-19
4564,2,30.98,1997-12-02
4581,1,16.9,1997-01-19
4589,2,27.13,1997-01-19
4589,4,59.83,1997-02-26
4589,3,45.11,1997-04-16
4589,4,41.46,1997-12-06
4593,6,82.41,1997-01-19
4593,1,11.77,1997-02-18
4593,1,14.96,1997-06-06
4601,2,23.54,1997-01-19
4601,1,11.88,1998-02-03
4601,2,24.87,1998-03-08
4601,1,11.99,1998-03-08
4601,2,29.98,1998-04-20
4601,3,43.97,1998-05-06
4616,1,12.49,1997-01-19
4630,3,36.73,1997-01-19
4635,2,39.54,1997-02-24
4635,1,19.77,1997-06-24
4635,8,114.1,1998-02-21
4635,1,44.08,1998-02-26
4644,1,21.37,1997-01-19
4644,2,29.33,1997-02-19
4649,1,12.49,1997-01-19
4649,3,38.33,1997-06-21
4649,1,11.77,1997-08-17
4649,1,13.99,1997-10-31
4649,1,72.99,1998-04-10
4649,1,72.99,1998-05-01
4649,3,42.47,1998-06-07
4653,1,15.36,1997-01-19
4669,1,15.36,1997-01-19
4687,2,31.72,1997-01-19
4687,3,49.47,1997-10-20
4701,1,11.77,1997-01-19
4717,4,49.87,1997-01-19
4718,3,37.51,1997-01-19
4718,2,25.74,1997-03-19
4718,3,58.74,1998-04-29
4732,1,9.77,1997-01-19
4749,2,39.98,1997-01-19
4762,1,12.77,1997-02-28
4762,1,12.77,1997-06-11
4768,4,58.89,1997-01-19
4791,2,31.52,1997-01-19
4794,1,15.99,1997-01-19
4794,2,34.14,1997-05-26
4797,5,84.02,1997-01-19
4797,6,88.6,1997-03-07
4797,7,106.55,1997-07-21
4805,2,25.74,1997-01-19
4805,1,13.97,1997-02-16
4805,1,13.97,1997-07-15
4805,1,12.97,1997-07-17
4805,1,14.79,1997-07-25
4805,4,57.96,1997-12-05
4805,1,13.99,1997-12-20
4805,4,53.96,1997-12-31
4805,1,13.49,1998-03-17
4805,1,12.99,1998-04-14
4805,3,44.47,1998-06-12
4807,1,13.97,1997-01-19
4819,1,9.97,1997-01-26
4819,1,11.77,1997-07-01
4819,1,11.49,1997-09-18
4819,1,11.49,1997-11-14
4819,1,11.49,1998-02-25
4822,3,65.97,1997-01-19
4836,1,22.99,1997-01-20
4836,2,24.48,1997-03-14
4836,1,13.97,1997-04-22
4836,1,23.88,1997-05-26
4836,2,24.49,1997-06-16
4836,2,23.54,1997-07-23
4836,2,28.73,1997-07-29
4836,1,11.88,1998-06-04
4842,1,14.99,1997-01-20
4854,1,18.36,1997-01-20
4854,3,44.97,1997-02-04
4868,1,14.96,1997-01-20
4870,4,71.69,1997-01-20
4870,2,27.33,1997-03-16
4873,13,150.21,1997-01-20
4873,7,83.39,1997-03-23
4873,3,52.97,1997-10-11
4875,2,25.74,1997-01-20
4875,1,11.77,1997-05-19
4880,5,72.25,1997-01-20
4880,1,35.37,1997-01-22
4880,2,27.14,1997-04-07
4890,2,30.72,1997-01-20
4890,1,14.37,1997-07-29
4892,2,29.92,1997-01-20
4894,1,17.76,1997-01-20
4894,1,11.77,1997-02-06
4894,5,77.48,1997-03-28
4894,6,80.41,1997-04-28
4894,3,34.5,1997-05-05
4894,1,14.37,1997-07-18
4894,2,29.58,1997-07-18
4894,6,107.6,1997-08-04
4894,4,60.05,1997-08-04
4894,4,52.46,1997-08-06
4894,2,26.98,1997-11-07
4894,3,59.97,1997-11-18
4894,1,13.99,1997-12-15
4894,9,117.37,1998-03-19
4907,1,19.99,1997-01-20
4907,1,9.98,1997-02-09
4907,1,12.77,1997-02-17
4907,2,25.48,1997-04-24
4907,2,27.85,1997-05-06
4911,2,23.73,1997-01-20
4930,5,76.23,1997-01-20
4947,3,43.89,1997-01-20
4951,1,15.99,1997-01-20
4951,1,34.77,1997-03-19
4951,1,22.77,1997-03-21
4951,2,23.74,1997-04-08
4951,1,15.36,1997-04-29
4951,1,12.97,1997-04-30
4951,1,14.37,1997-06-13
4951,1,25.77,1997-07-17
4951,2,21.98,1998-01-25
4951,1,29.49,1998-03-10
4951,1,14.99,1998-05-04
4951,1,14.49,1998-06-04
4963,4,59.25,1997-01-20
4965,1,15.96,1997-02-13
4972,2,29.33,1997-01-20
4972,4,58.07,1997-03-21
4979,2,11.58,1997-02-02
4979,1,19.99,1997-03-25
4979,1,12.99,1997-11-24
4982,2,22.94,1997-01-20
4982,3,38.71,1997-05-19
4982,6,61.44,1997-10-02
4982,3,30.47,1997-12-30
4987,2,23.96,1997-01-20
5000,2,29.73,1997-01-20
5000,3,43.3,1997-04-27
5000,1,21.77,1997-06-30
5000,4,62.46,1998-05-31
5006,3,16.31,1997-01-20
5006,3,51.5,1997-08-29
5008,3,41.91,1997-01-20
5008,3,19.97,1997-10-13
5010,2,25.74,1997-01-20
5010,1,12.77,1997-01-30
5010,1,14.96,1997-07-14
5010,2,28.93,1997-07-24
5010,2,29.92,1997-08-21
5010,1,12.99,1997-10-13
5010,1,12.49,1997-11-18
5022,3,38.71,1997-01-26
5031,4,51.48,1997-01-20
5031,5,54.84,1998-05-19
5038,1,14.37,1997-01-20
5038,1,14.79,1997-02-06
5038,4,51.96,1997-12-06
5047,2,32.33,1997-02-24
5048,3,40.73,1997-01-20
5066,1,9.98,1997-01-20
5067,3,41.5,1997-01-30
5067,1,18.76,1997-03-03
5067,2,9.48,1998-03-09
5067,2,29.98,1998-03-18
5072,2,26.76,1997-01-20
5072,1,11.77,1997-06-08
5072,2,28.48,1997-09-13
5072,4,48.55,1998-04-19
5089,2,30.86,1997-01-20
5105,3,34.31,1997-01-20
5108,4,56.87,1997-01-20
5108,3,31.31,1997-01-22
5108,2,25.98,1997-09-13
5108,2,46.98,1997-09-27
5108,1,14.49,1997-09-29
5108,1,10.49,1997-12-28
5108,1,19.99,1998-03-01
5130,1,19.99,1997-01-20
5130,1,5.49,1997-10-13
5130,1,15.49,1997-10-25
5135,4,49.44,1997-01-21
5135,7,55.79,1997-04-17
5135,5,58.1,1997-06-19
5135,4,34.46,1998-01-04
5135,6,56.94,1998-03-02
5137,2,27.54,1997-01-21
5137,6,89.48,1997-06-21
5137,7,128.13,1998-04-01
5151,1,14.96,1997-01-21
5156,1,11.99,1997-01-21
5156,1,11.97,1997-03-22
5176,1,13.97,1997-01-21
5192,3,31.51,1997-01-21
5192,3,44.51,1997-01-24
5192,1,11.77,1997-01-28
5192,1,11.77,1997-02-05
5192,1,14.37,1997-02-05
5192,1,9.97,1997-02-05
5192,7,81.41,1997-02-24
5192,3,40.11,1997-03-18
5192,3,40.71,1997-03-24
5192,5,59.85,1997-04-28
5192,5,65.63,1997-05-21
5192,5,74.77,1997-05-27
5192,5,62.04,1997-06-23
5192,3,33.47,1997-09-10
5194,1,13.97,1997-01-21
5206,4,65.32,1997-01-21
5206,1,14.79,1997-01-21
5206,1,14.79,1997-02-07
5206,2,28.76,1997-02-25
5206,2,33.48,1997-03-02
5206,3,47.12,1997-03-25
5215,1,21.99,1997-01-21
5221,1,8.97,1997-01-24
5221,1,19.3,1997-02-04
5221,1,19.3,1997-02-11
5221,1,4.77,1997-02-20
5221,1,17.76,1997-02-28
5221,5,77.84,1997-03-05
5221,2,31.94,1997-03-20
5221,2,25.96,1997-03-25
5221,2,19.76,1997-04-10
5221,2,30.69,1997-04-30
5221,1,22.99,1997-05-03
5221,1,31.03,1997-05-20
5221,1,19.55,1997-07-10
5238,1,9.98,1997-01-21
5240,3,47.71,1997-02-03
5240,3,50.33,1997-08-09
5240,2,26.56,1997-08-18
5240,2,27.97,1998-02-07
5242,1,12.99,1997-02-03
5259,2,37.48,1997-01-21
5259,7,102.93,1997-10-24
5265,2,26.13,1997-01-21
5265,1,23.99,1997-01-31
5265,2,34,1997-02-08
5265,3,42.93,1997-03-24
5265,2,30.37,1997-05-23
5265,1,14.49,1998-01-14
5265,1,11.99,1998-03-09
5265,1,15.49,1998-03-23
5281,1,14.37,1997-01-21
5281,2,18.98,1998-03-21
5285,1,11.97,1997-01-21
5285,2,26.13,1997-02-20
5285,3,44.09,1997-06-18
5285,2,25.74,1997-08-22
5285,2,26.98,1997-12-06
5297,1,12.49,1997-01-21
5302,1,12.97,1997-01-21
5302,1,11.49,1997-09-30
5302,1,7.49,1997-12-23
5309,2,30.72,1997-01-21
5309,1,15.36,1997-02-05
5312,4,65.34,1997-01-22
5316,2,41.98,1997-01-21
5330,4,60.64,1997-01-21
5336,3,38.03,1997-01-21
5336,2,28.93,1997-03-13
5336,3,42.9,1997-04-24
5336,2,26.14,1997-06-22
5336,3,41.91,1997-06-24
5336,5,68.6,1997-07-05
5336,4,55.07,1997-07-26
5336,3,41.47,1997-11-07
5336,2,20.98,1998-01-03
5336,3,42.06,1998-02-02
5336,3,39.97,1998-06-27
5350,2,29.92,1997-01-21
5350,3,39.73,1997-02-08
5350,2,25.93,1997-02-20
5350,3,42.9,1997-03-01
5353,3,74.97,1997-01-21
5369,1,14.96,1997-01-21
5390,2,39.98,1997-01-21
5405,5,112.72,1997-01-22
5405,2,40.74,1997-01-25
5405,1,14.96,1997-08-27
5405,5,66.95,1997-11-07
5405,7,105.93,1997-12-15
5413,6,68.44,1997-01-31
5413,4,58.66,1997-02-27
5413,5,75.21,1997-04-05
5418,2,18.75,1997-01-22
5420,3,49.97,1997-01-22
5420,6,84.22,1997-01-24
5420,6,85.01,1997-02-10
5420,6,86.4,1997-02-14
5420,6,88.99,1997-02-24
5420,5,71.63,1997-03-08
5420,6,95.91,1997-03-26
5420,9,125.69,1997-04-07
5420,6,95.94,1997-04-17
5420,7,100.6,1997-04-25
5420,7,103.75,1997-05-05
5420,1,15.36,1997-05-12
5420,7,90.18,1997-06-11
5420,5,76.22,1997-06-20
5420,1,15.36,1997-06-27
5420,7,95.98,1997-08-18
5420,7,99.21,1997-09-04
5420,5,69.45,1997-09-18
5420,1,15.49,1997-09-25
5420,6,87.44,1997-10-06
5420,7,99.93,1997-11-18
5420,7,102.93,1998-01-19
5420,4,131.46,1998-01-30
5420,4,56.46,1998-01-31
5433,1,13.97,1997-01-22
5439,4,44.74,1997-01-22
5439,1,14.96,1997-02-28
5444,5,63.05,1997-01-23
5444,4,38.92,1997-06-18
5444,4,25.96,1997-11-01
5444,1,14.49,1997-11-06
5444,5,58.95,1997-11-08
5444,2,16.98,1997-12-11
5444,3,29.97,1998-03-16
5444,1,12.99,1998-03-25
5444,4,28.46,1998-04-14
5444,3,14.47,1998-06-07
5444,2,15.98,1998-06-16
5444,3,27.97,1998-06-26
5451,1,49.97,1997-01-22
5461,1,11.97,1997-01-22
5461,2,37.65,1997-03-18
5467,2,35.76,1997-01-22
5481,1,11.77,1997-01-23
5502,1,11.77,1997-01-22
5519,1,11.7,1997-01-22
5519,2,25.98,1998-06-14
5519,2,20.98,1998-06-18
5525,4,62.87,1997-01-22
5525,1,11.77,1997-02-20
5525,1,21.77,1997-03-10
5525,3,35.31,1997-03-23
5525,2,24.74,1997-05-18
5525,2,43.34,1997-08-17
5525,2,31.48,1998-01-01
5533,1,14.77,1997-01-22
5554,1,14.96,1997-01-22
5554,3,41.47,1997-09-30
5554,2,25.16,1998-02-26
5558,2,34.98,1997-01-22
5575,1,9.97,1997-01-22
5575,1,13.77,1997-06-04
5575,2,21.54,1997-06-23
5575,1,13.97,1997-07-30
5575,1,4.79,1997-08-18
5575,1,11.49,1997-09-20
5575,2,46.48,1997-09-23
5575,1,27.99,1997-11-03
5575,1,33.99,1997-11-07
5575,2,31.98,1997-11-28
5575,2,22.98,1997-12-11
5575,1,16.99,1997-12-19
5575,1,8.49,1997-12-29
5575,1,19.99,1997-12-29
5575,1,15.49,1998-03-07
5575,3,18.47,1998-06-09
5579,2,28.13,1997-01-22
5595,1,12.49,1997-01-22
5595,2,20.86,1997-03-22
5595,1,14.37,1997-04-10
5597,2,30.36,1997-01-22
5615,3,43.7,1997-01-22
5631,2,30.76,1997-01-22
5631,8,120.95,1997-05-28
5631,6,71.22,1997-06-30
5631,1,11.49,1997-10-09
5631,1,13.99,1997-10-13
5631,4,53.96,1997-10-21
5631,3,47.97,1997-10-27
