"cust","date","first"
60030209,2006-01-17,2006-01-02
60030209,2006-01-24,2006-01-02
60030209,2006-01-31,2006-01-02
60030209,2006-02-08,2006-01-02
60030209,2006-02-14,2006-01-02
60030209,2006-02-21,2006-01-02
60030209,2006-02-28,2006-01-02
60030209,2006-03-07,2006-01-02
60030209,2006-03-14,2006-01-02
60030209,2006-03-20,2006-01-02
60030209,2006-03-27,2006-01-02
60030209,2006-04-10,2006-01-02
60030209,2006-04-18,2006-01-02
60030209,2006-04-25,2006-01-02
60030209,2006-05-15,2006-01-02
60030209,2006-05-23,2006-01-02
60030209,2006-05-29,2006-01-02
60030209,2006-06-04,2006-01-02
60030209,2006-06-20,2006-01-02
60030209,2006-07-10,2006-01-02
60030209,2006-09-25,2006-01-02
60030209,2006-10-24,2006-01-02
60030209,2006-11-07,2006-01-02
60030209,2006-12-05,2006-01-02
60030211,2006-01-03,2006-01-03
60030214,2006-01-03,2006-01-03
60030215,2006-01-03,2006-01-03
60030216,2006-01-07,2006-01-07
60030217,2006-01-03,2006-01-03
60030217,2006-04-13,2006-01-03
60030217,2006-04-19,2006-01-03
60030222,2006-01-03,2006-01-03
60030222,2006-03-01,2006-01-03
60030222,2006-05-27,2006-01-03
60030222,2006-09-08,2006-01-03
60030222,2006-11-07,2006-01-03
60030222,2006-12-30,2006-01-03
60030222,2007-03-28,2006-01-03
60030222,2007-06-02,2006-01-03
60030222,2007-09-28,2006-01-03
60030223,2006-01-03,2006-01-03
60030226,2006-01-03,2006-01-03
60030227,2006-01-03,2006-01-03
60030227,2006-01-12,2006-01-03
60030227,2006-04-10,2006-01-03
60030228,2006-01-03,2006-01-03
60030230,2006-01-03,2006-01-03
60030230,2006-01-26,2006-01-03
60030230,2006-02-16,2006-01-03
60030230,2006-03-23,2006-01-03
60030230,2006-09-14,2006-01-03
60030231,2006-01-03,2006-01-03
60030231,2006-03-02,2006-01-03
60030232,2006-01-03,2006-01-03
60030233,2006-01-03,2006-01-03
60030233,2006-10-26,2006-01-03
60030234,2006-01-03,2006-01-03
60030234,2006-01-31,2006-01-03
60030234,2006-02-28,2006-01-03
60030234,2006-04-03,2006-01-03
60030234,2006-05-03,2006-01-03
60030234,2006-05-30,2006-01-03
60030234,2006-07-01,2006-01-03
60030234,2006-07-31,2006-01-03
60030236,2006-01-04,2006-01-04
60030236,2006-01-11,2006-01-04
60030236,2006-02-14,2006-01-04
60030236,2006-02-23,2006-01-04
60030236,2006-02-25,2006-01-04
60030236,2006-03-08,2006-01-04
60030236,2006-03-23,2006-01-04
60030236,2006-03-31,2006-01-04
60030236,2006-04-13,2006-01-04
60030236,2006-05-03,2006-01-04
60030236,2006-05-25,2006-01-04
60030236,2006-06-08,2006-01-04
60030236,2006-06-22,2006-01-04
60030236,2006-07-07,2006-01-04
60030236,2006-07-08,2006-01-04
60030236,2006-07-20,2006-01-04
60030236,2006-07-28,2006-01-04
60030236,2006-08-17,2006-01-04
60030236,2006-08-30,2006-01-04
60030236,2006-09-08,2006-01-04
60030236,2006-10-03,2006-01-04
60030236,2006-10-18,2006-01-04
60030236,2006-10-28,2006-01-04
60030236,2006-11-14,2006-01-04
60030236,2006-12-01,2006-01-04
60030236,2006-12-02,2006-01-04
60030236,2006-12-22,2006-01-04
60030236,2007-01-03,2006-01-04
60030236,2007-02-02,2006-01-04
60030236,2007-03-07,2006-01-04
60030236,2007-03-29,2006-01-04
60030236,2007-04-11,2006-01-04
60030236,2007-04-21,2006-01-04
60030236,2007-05-04,2006-01-04
60030236,2007-05-15,2006-01-04
60030236,2007-05-23,2006-01-04
60030236,2007-06-05,2006-01-04
60030236,2007-07-10,2006-01-04
60030236,2007-07-25,2006-01-04
60030236,2007-09-01,2006-01-04
60030236,2007-10-03,2006-01-04
60030236,2007-11-10,2006-01-04
60030236,2007-12-06,2006-01-04
60030236,2007-12-19,2006-01-04
60030237,2006-01-04,2006-01-04
60030237,2006-02-28,2006-01-04
60030237,2006-05-12,2006-01-04
60030237,2006-05-19,2006-01-04
60030237,2007-02-08,2006-01-04
60030237,2007-07-25,2006-01-04
60030238,2006-01-04,2006-01-04
60030239,2006-01-04,2006-01-04
60030239,2006-01-27,2006-01-04
60030239,2006-04-12,2006-01-04
60030239,2006-05-13,2006-01-04
60030239,2006-07-01,2006-01-04
60030239,2006-07-26,2006-01-04
60030239,2006-10-19,2006-01-04
60030239,2006-12-28,2006-01-04
60030240,2006-01-04,2006-01-04
60030240,2006-01-12,2006-01-04
60030240,2006-01-27,2006-01-04
60030240,2006-04-14,2006-01-04
60030240,2007-10-19,2006-01-04
60030240,2007-10-25,2006-01-04
60030240,2007-11-01,2006-01-04
60030240,2007-11-10,2006-01-04
60030240,2007-11-20,2006-01-04
60030240,2007-11-30,2006-01-04
60030240,2007-12-08,2006-01-04
60030240,2007-12-11,2006-01-04
60030241,2006-01-04,2006-01-04
60030241,2006-01-12,2006-01-04
60030241,2006-01-17,2006-01-04
60030241,2006-01-19,2006-01-04
60030241,2006-01-27,2006-01-04
60030241,2006-01-31,2006-01-04
60030241,2006-02-02,2006-01-04
60030241,2006-02-21,2006-01-04
60030241,2006-03-09,2006-01-04
60030241,2006-03-28,2006-01-04
60030241,2006-04-11,2006-01-04
60030241,2006-04-26,2006-01-04
60030241,2006-05-12,2006-01-04
60030241,2006-06-02,2006-01-04
60030241,2006-06-14,2006-01-04
60030241,2006-07-06,2006-01-04
60030241,2006-07-26,2006-01-04
60030241,2006-08-24,2006-01-04
60030241,2006-09-07,2006-01-04
60030241,2006-10-06,2006-01-04
60030241,2006-10-26,2006-01-04
60030241,2006-11-09,2006-01-04
60030241,2006-11-24,2006-01-04
60030241,2006-12-06,2006-01-04
60030241,2006-12-14,2006-01-04
60030241,2007-01-09,2006-01-04
60030241,2007-01-23,2006-01-04
60030241,2007-02-01,2006-01-04
60030241,2007-02-15,2006-01-04
60030241,2007-02-27,2006-01-04
60030241,2007-03-13,2006-01-04
60030241,2007-03-23,2006-01-04
60030241,2007-04-04,2006-01-04
60030241,2007-04-17,2006-01-04
60030241,2007-04-25,2006-01-04
60030241,2007-05-10,2006-01-04
60030241,2007-05-25,2006-01-04
60030241,2007-06-12,2006-01-04
60030241,2007-06-19,2006-01-04
60030241,2007-06-22,2006-01-04
60030241,2007-07-05,2006-01-04
60030241,2007-07-17,2006-01-04
60030241,2007-08-01,2006-01-04
60030241,2007-08-09,2006-01-04
60030241,2007-08-29,2006-01-04
60030241,2007-09-18,2006-01-04
60030241,2007-10-02,2006-01-04
60030241,2007-10-12,2006-01-04
60030241,2007-10-19,2006-01-04
60030241,2007-10-31,2006-01-04
60030241,2007-11-14,2006-01-04
60030241,2007-11-28,2006-01-04
60030241,2007-12-18,2006-01-04
60030242,2006-01-04,2006-01-04
60030242,2007-04-17,2006-01-04
60030242,2007-05-12,2006-01-04
60030242,2007-05-25,2006-01-04
60030242,2007-06-12,2006-01-04
60030242,2007-07-10,2006-01-04
60030242,2007-08-09,2006-01-04
60030242,2007-08-30,2006-01-04
60030242,2007-09-05,2006-01-04
60030242,2007-09-21,2006-01-04
60030242,2007-10-16,2006-01-04
60030242,2007-11-07,2006-01-04
60030242,2007-11-28,2006-01-04
60030242,2007-12-11,2006-01-04
60030243,2006-01-06,2006-01-06
60030244,2006-01-31,2006-01-31
60030244,2006-02-08,2006-01-31
60030244,2006-03-09,2006-01-31
60030244,2006-03-30,2006-01-31
60030244,2006-04-06,2006-01-31
60030244,2006-04-19,2006-01-31
60030244,2006-05-10,2006-01-31
60030244,2006-06-02,2006-01-31
60030244,2006-07-05,2006-01-31
60030244,2006-09-26,2006-01-31
60030244,2006-10-31,2006-01-31
60030244,2006-12-01,2006-01-31
60030244,2007-01-20,2006-01-31
60030244,2007-02-24,2006-01-31
60030244,2007-04-03,2006-01-31
60030244,2007-05-03,2006-01-31
60030244,2007-06-16,2006-01-31
60030244,2007-08-07,2006-01-31
60030244,2007-09-05,2006-01-31
60030244,2007-09-28,2006-01-31
60030244,2007-10-16,2006-01-31
60030244,2007-11-08,2006-01-31
60030244,2007-11-17,2006-01-31
60030244,2007-12-08,2006-01-31
60030244,2007-12-21,2006-01-31
60030245,2006-01-04,2006-01-04
60030245,2006-02-07,2006-01-04
60030245,2006-03-18,2006-01-04
60030245,2006-04-20,2006-01-04
60030245,2006-05-24,2006-01-04
60030245,2006-10-06,2006-01-04
60030247,2006-01-04,2006-01-04
60030247,2006-01-23,2006-01-04
60030247,2006-02-22,2006-01-04
60030247,2006-03-12,2006-01-04
60030248,2006-01-04,2006-01-04
60030270,2006-01-04,2006-01-04
60030270,2006-03-21,2006-01-04
60030270,2006-06-13,2006-01-04
60030270,2006-07-21,2006-01-04
60030270,2006-10-11,2006-01-04
60030270,2006-12-19,2006-01-04
60030270,2007-02-15,2006-01-04
60030273,2006-01-04,2006-01-04
60030273,2006-02-06,2006-01-04
60030274,2006-01-04,2006-01-04
60030274,2006-01-13,2006-01-04
60030274,2006-05-13,2006-01-04
60030275,2006-01-04,2006-01-04
60030276,2006-01-04,2006-01-04
60030276,2006-03-01,2006-01-04
60030276,2006-06-08,2006-01-04
60030277,2006-01-04,2006-01-04
60030278,2006-01-04,2006-01-04
60030279,2006-02-07,2006-02-07
60030279,2007-01-18,2006-02-07
60030279,2007-01-26,2006-02-07
60030279,2007-02-02,2006-02-07
60030279,2007-02-08,2006-02-07
60030281,2006-01-10,2006-01-10
60030282,2006-01-19,2006-01-19
60030282,2006-01-28,2006-01-19
60030282,2006-02-07,2006-01-19
60030282,2006-03-22,2006-01-19
60030282,2006-04-04,2006-01-19
60030282,2006-07-07,2006-01-19
60030282,2006-11-18,2006-01-19
60030283,2006-01-05,2006-01-05
60030283,2006-01-24,2006-01-05
60030283,2006-03-04,2006-01-05
60030283,2006-04-25,2006-01-05
60030283,2006-06-22,2006-01-05
60030283,2006-10-03,2006-01-05
60030283,2007-06-19,2006-01-05
60030284,2006-01-05,2006-01-05
60030285,2006-01-05,2006-01-05
60030285,2006-03-31,2006-01-05
60030285,2006-04-04,2006-01-05
60030285,2006-05-30,2006-01-05
60030285,2006-09-26,2006-01-05
60030285,2007-03-02,2006-01-05
60030285,2007-08-29,2006-01-05
60030287,2006-01-20,2006-01-20
60030287,2006-02-08,2006-01-20
60030287,2006-03-07,2006-01-20
60030287,2006-04-11,2006-01-20
60030287,2006-06-01,2006-01-20
60030287,2006-07-25,2006-01-20
60030288,2006-01-05,2006-01-05
60030289,2006-01-05,2006-01-05
60030290,2006-01-05,2006-01-05
60030291,2006-01-05,2006-01-05
60030292,2006-01-05,2006-01-05
60030292,2006-01-20,2006-01-05
60030292,2006-01-28,2006-01-05
60030294,2006-01-05,2006-01-05
60030294,2006-01-20,2006-01-05
60030294,2006-02-03,2006-01-05
60030294,2006-02-16,2006-01-05
60030294,2006-04-07,2006-01-05
60030295,2006-01-05,2006-01-05
60030295,2006-01-20,2006-01-05
60030295,2006-02-03,2006-01-05
60030295,2006-02-17,2006-01-05
60030295,2006-04-07,2006-01-05
60030296,2006-01-05,2006-01-05
60030296,2006-04-03,2006-01-05
60030296,2006-05-11,2006-01-05
60030297,2006-01-05,2006-01-05
60030297,2006-01-07,2006-01-05
60030297,2006-03-21,2006-01-05
60030299,2006-01-05,2006-01-05
60030299,2006-01-09,2006-01-05
60030299,2006-01-27,2006-01-05
60030299,2006-02-02,2006-01-05
60030299,2006-02-23,2006-01-05
60030299,2006-03-17,2006-01-05
60030301,2006-01-05,2006-01-05
60030302,2006-01-05,2006-01-05
60030303,2006-01-06,2006-01-06
60030303,2006-03-01,2006-01-06
60030303,2006-05-06,2006-01-06
60030303,2007-08-31,2006-01-06
60030306,2006-01-06,2006-01-06
60030306,2006-05-01,2006-01-06
60030307,2006-01-06,2006-01-06
60030307,2006-02-07,2006-01-06
60030307,2006-03-08,2006-01-06
60030307,2006-04-08,2006-01-06
60030307,2006-05-25,2006-01-06
60030307,2006-06-10,2006-01-06
60030307,2006-07-18,2006-01-06
60030307,2006-08-01,2006-01-06
60030307,2006-08-30,2006-01-06
60030307,2006-09-27,2006-01-06
60030307,2006-11-07,2006-01-06
60030307,2007-01-12,2006-01-06
60030307,2007-02-03,2006-01-06
60030309,2006-01-06,2006-01-06
60030309,2006-02-18,2006-01-06
60030309,2006-03-02,2006-01-06
60030309,2006-03-23,2006-01-06
60030309,2006-04-05,2006-01-06
60030309,2006-04-08,2006-01-06
60030309,2006-04-23,2006-01-06
60030309,2006-06-16,2006-01-06
60030309,2006-11-17,2006-01-06
60030309,2006-12-28,2006-01-06
60030309,2007-01-20,2006-01-06
60030309,2007-02-08,2006-01-06
60030309,2007-03-01,2006-01-06
60030309,2007-03-09,2006-01-06
60030309,2007-04-03,2006-01-06
60030309,2007-04-12,2006-01-06
60030309,2007-04-27,2006-01-06
60030309,2007-05-10,2006-01-06
60030311,2006-01-19,2006-01-19
60030311,2006-02-01,2006-01-19
60030311,2006-02-11,2006-01-19
60030311,2006-02-24,2006-01-19
60030311,2006-03-14,2006-01-19
60030311,2006-04-05,2006-01-19
60030311,2006-04-27,2006-01-19
60030311,2006-05-11,2006-01-19
60030311,2006-05-19,2006-01-19
60030311,2006-06-08,2006-01-19
60030311,2006-06-27,2006-01-19
60030311,2006-07-18,2006-01-19
60030311,2006-08-01,2006-01-19
60030313,2006-01-06,2006-01-06
60030314,2006-01-06,2006-01-06
60030314,2006-10-10,2006-01-06
60030314,2006-12-07,2006-01-06
60030316,2006-01-06,2006-01-06
60030316,2006-02-14,2006-01-06
60030316,2006-02-21,2006-01-06
60030316,2006-03-22,2006-01-06
60030316,2006-05-03,2006-01-06
60030316,2006-06-15,2006-01-06
60030316,2006-08-05,2006-01-06
60030317,2006-01-06,2006-01-06
60030317,2006-02-25,2006-01-06
60030317,2006-03-28,2006-01-06
60030317,2006-04-29,2006-01-06
60030317,2006-05-24,2006-01-06
60030317,2006-06-27,2006-01-06
60030317,2006-09-14,2006-01-06
60030317,2006-10-26,2006-01-06
60030317,2006-12-13,2006-01-06
60030330,2006-01-06,2006-01-06
60030330,2006-02-17,2006-01-06
60030330,2006-05-16,2006-01-06
60030330,2006-08-22,2006-01-06
60030330,2006-12-02,2006-01-06
60030330,2007-03-27,2006-01-06
60030330,2007-09-12,2006-01-06
60030331,2006-01-06,2006-01-06
60030346,2006-01-06,2006-01-06
60030346,2006-01-19,2006-01-06
60030347,2006-01-06,2006-01-06
60030348,2006-01-07,2006-01-07
60030349,2006-01-07,2006-01-07
60030349,2006-01-14,2006-01-07
60030350,2006-01-07,2006-01-07
60030352,2006-01-19,2006-01-19
60030352,2006-03-02,2006-01-19
60030352,2006-04-20,2006-01-19
60030352,2006-05-30,2006-01-19
60030352,2006-07-06,2006-01-19
60030352,2006-08-10,2006-01-19
60030352,2006-09-16,2006-01-19
60030352,2006-11-01,2006-01-19
60030352,2006-12-16,2006-01-19
60030352,2007-01-18,2006-01-19
60030352,2007-03-06,2006-01-19
60030352,2007-04-18,2006-01-19
60030352,2007-05-27,2006-01-19
60030352,2007-07-10,2006-01-19
60030352,2007-08-17,2006-01-19
60030352,2007-09-28,2006-01-19
60030352,2007-09-30,2006-01-19
60030352,2007-11-06,2006-01-19
60030352,2007-12-04,2006-01-19
60030353,2006-01-07,2006-01-07
60030354,2006-01-07,2006-01-07
60030354,2006-02-11,2006-01-07
60030354,2006-07-06,2006-01-07
60030355,2006-01-07,2006-01-07
60030357,2006-01-07,2006-01-07
60030357,2006-03-23,2006-01-07
60030357,2006-03-30,2006-01-07
60030357,2006-06-23,2006-01-07
60030357,2006-07-19,2006-01-07
60030357,2006-09-08,2006-01-07
60030357,2007-03-16,2006-01-07
60030357,2007-05-08,2006-01-07
60030357,2007-08-08,2006-01-07
60030357,2007-10-07,2006-01-07
60030372,2006-03-10,2006-03-10
60030372,2006-03-22,2006-03-10
60030372,2006-05-10,2006-03-10
60030372,2006-09-26,2006-03-10
60030372,2006-10-29,2006-03-10
60030372,2007-03-10,2006-03-10
60030431,2006-01-07,2006-01-07
60030432,2006-01-07,2006-01-07
60030432,2006-05-25,2006-01-07
60030432,2006-08-02,2006-01-07
60030432,2006-10-06,2006-01-07
60030432,2006-12-22,2006-01-07
60030432,2007-01-11,2006-01-07
60030432,2007-03-17,2006-01-07
60030432,2007-06-01,2006-01-07
60030433,2006-01-07,2006-01-07
60030434,2006-01-07,2006-01-07
60030438,2006-01-07,2006-01-07
60030438,2006-01-28,2006-01-07
60030439,2006-01-07,2006-01-07
60030439,2006-01-17,2006-01-07
60030439,2006-01-24,2006-01-07
60030439,2006-02-08,2006-01-07
60030439,2006-03-07,2006-01-07
60030439,2006-03-15,2006-01-07
60030439,2006-03-22,2006-01-07
60030439,2006-03-30,2006-01-07
60030439,2007-04-19,2006-01-07
60030440,2006-01-07,2006-01-07
60030441,2006-01-07,2006-01-07
60030442,2006-01-07,2006-01-07
60030442,2006-04-07,2006-01-07
60030442,2006-05-19,2006-01-07
60030446,2006-01-08,2006-01-08
60030447,2006-01-08,2006-01-08
60030447,2006-03-24,2006-01-08
60030447,2006-06-22,2006-01-08
60030448,2006-01-08,2006-01-08
60030448,2006-01-24,2006-01-08
60030449,2006-01-08,2006-01-08
60030449,2006-08-18,2006-01-08
60030451,2006-01-09,2006-01-09
60030451,2006-01-22,2006-01-09
60030451,2006-02-03,2006-01-09
60030451,2006-02-17,2006-01-09
60030451,2006-02-24,2006-01-09
60030451,2006-03-10,2006-01-09
60030452,2006-01-09,2006-01-09
60030453,2006-01-09,2006-01-09
60030454,2006-01-09,2006-01-09
60030454,2006-01-17,2006-01-09
60030455,2006-01-09,2006-01-09
60030455,2006-03-08,2006-01-09
60030455,2006-04-05,2006-01-09
60030457,2006-01-09,2006-01-09
60030457,2006-02-05,2006-01-09
60030457,2006-03-26,2006-01-09
60030457,2006-04-26,2006-01-09
60030457,2006-07-26,2006-01-09
60030457,2007-01-03,2006-01-09
60030458,2006-01-14,2006-01-14
60030460,2006-01-10,2006-01-10
60030463,2006-01-10,2006-01-10
60030464,2006-01-26,2006-01-26
60030464,2006-02-22,2006-01-26
60030464,2006-04-12,2006-01-26
60030464,2006-11-21,2006-01-26
60030464,2007-01-19,2006-01-26
60030464,2007-05-30,2006-01-26
60030464,2007-06-01,2006-01-26
60030466,2006-01-10,2006-01-10
60030466,2006-08-30,2006-01-10
60030467,2006-01-10,2006-01-10
60030468,2006-01-10,2006-01-10
60030468,2006-02-09,2006-01-10
60030468,2006-04-20,2006-01-10
60030468,2006-09-20,2006-01-10
60030469,2006-01-10,2006-01-10
60030470,2006-01-10,2006-01-10
60030471,2006-01-10,2006-01-10
60030472,2006-01-24,2006-01-24
60030472,2006-03-14,2006-01-24
60030472,2006-04-25,2006-01-24
60030472,2006-06-13,2006-01-24
60030472,2006-08-01,2006-01-24
60030472,2006-09-12,2006-01-24
60030472,2006-10-24,2006-01-24
60030472,2006-12-12,2006-01-24
60030472,2007-01-17,2006-01-24
60030472,2007-02-28,2006-01-24
60030472,2007-04-11,2006-01-24
60030472,2007-05-22,2006-01-24
60030472,2007-07-03,2006-01-24
60030472,2007-08-21,2006-01-24
60030472,2007-10-09,2006-01-24
60030472,2007-11-21,2006-01-24
60030472,2007-12-18,2006-01-24
60030473,2006-02-07,2006-02-07
60030473,2006-02-16,2006-02-07
60030473,2006-02-26,2006-02-07
60030473,2006-03-12,2006-02-07
60030473,2006-03-24,2006-02-07
60030473,2006-04-04,2006-02-07
60030473,2006-04-15,2006-02-07
60030473,2006-04-26,2006-02-07
60030473,2006-05-06,2006-02-07
60030473,2006-05-21,2006-02-07
60030473,2006-06-01,2006-02-07
60030473,2006-06-14,2006-02-07
60030473,2006-06-28,2006-02-07
60030473,2006-07-04,2006-02-07
60030473,2006-07-16,2006-02-07
60030473,2006-07-25,2006-02-07
60030473,2006-08-17,2006-02-07
60030473,2006-09-05,2006-02-07
60030473,2006-09-20,2006-02-07
60030473,2006-10-06,2006-02-07
60030473,2006-10-25,2006-02-07
60030473,2006-11-14,2006-02-07
60030473,2006-12-02,2006-02-07
60030473,2006-12-20,2006-02-07
60030473,2007-01-10,2006-02-07
60030473,2007-02-06,2006-02-07
60030473,2007-02-18,2006-02-07
60030473,2007-03-08,2006-02-07
60030473,2007-03-27,2006-02-07
60030473,2007-04-17,2006-02-07
60030473,2007-05-04,2006-02-07
60030473,2007-05-23,2006-02-07
60030473,2007-06-17,2006-02-07
60030473,2007-07-04,2006-02-07
60030473,2007-07-19,2006-02-07
60030473,2007-08-02,2006-02-07
60030473,2007-08-21,2006-02-07
60030473,2007-09-05,2006-02-07
60030473,2007-09-18,2006-02-07
60030473,2007-10-02,2006-02-07
60030473,2007-10-16,2006-02-07
60030473,2007-11-07,2006-02-07
60030473,2007-11-09,2006-02-07
60030473,2007-11-23,2006-02-07
60030473,2007-12-09,2006-02-07
60030473,2007-12-12,2006-02-07
60030473,2007-12-27,2006-02-07
60030477,2006-01-20,2006-01-20
60030477,2006-02-03,2006-01-20
60030477,2006-03-02,2006-01-20
60030477,2006-03-31,2006-01-20
60030477,2006-04-27,2006-01-20
60030477,2006-05-31,2006-01-20
60030477,2006-06-29,2006-01-20
60030477,2006-07-26,2006-01-20
60030478,2006-01-10,2006-01-10
60030479,2006-01-10,2006-01-10
60030481,2006-01-10,2006-01-10
60030481,2006-01-26,2006-01-10
60030481,2006-01-27,2006-01-10
60030481,2006-02-09,2006-01-10
60030481,2006-03-09,2006-01-10
60030481,2006-03-30,2006-01-10
60030481,2006-04-26,2006-01-10
60030481,2006-05-18,2006-01-10
60030481,2006-06-15,2006-01-10
60030481,2006-06-21,2006-01-10
60030481,2006-07-04,2006-01-10
60030481,2006-07-18,2006-01-10
60030481,2006-08-01,2006-01-10
60030481,2006-08-23,2006-01-10
60030481,2006-09-07,2006-01-10
60030481,2006-09-26,2006-01-10
60030481,2006-10-12,2006-01-10
60030481,2006-10-28,2006-01-10
60030481,2006-11-22,2006-01-10
60030481,2006-12-05,2006-01-10
60030481,2006-12-13,2006-01-10
60030481,2007-01-12,2006-01-10
60030481,2007-01-16,2006-01-10
60030481,2007-02-03,2006-01-10
60030481,2007-02-16,2006-01-10
60030481,2007-03-03,2006-01-10
60030481,2007-03-21,2006-01-10
60030481,2007-04-11,2006-01-10
60030481,2007-04-27,2006-01-10
60030481,2007-05-11,2006-01-10
60030481,2007-06-06,2006-01-10
60030481,2007-06-08,2006-01-10
60030481,2007-06-21,2006-01-10
60030481,2007-07-04,2006-01-10
60030481,2007-07-27,2006-01-10
60030481,2007-08-15,2006-01-10
60030481,2007-08-29,2006-01-10
60030481,2007-09-05,2006-01-10
60030481,2007-09-20,2006-01-10
60030481,2007-10-12,2006-01-10
60030481,2007-10-30,2006-01-10
60030481,2007-11-30,2006-01-10
60030481,2007-12-15,2006-01-10
60030482,2006-01-10,2006-01-10
60030484,2006-01-11,2006-01-11
60030484,2006-01-24,2006-01-11
60030484,2006-02-26,2006-01-11
60030484,2006-03-27,2006-01-11
60030484,2006-05-02,2006-01-11
60030484,2006-06-29,2006-01-11
60030484,2006-08-24,2006-01-11
60030484,2006-10-01,2006-01-11
60030484,2006-11-27,2006-01-11
60030484,2007-01-22,2006-01-11
60030484,2007-03-02,2006-01-11
60030490,2006-01-10,2006-01-10
60030490,2006-02-15,2006-01-10
60030490,2006-03-24,2006-01-10
60030490,2006-05-17,2006-01-10
60030490,2006-10-06,2006-01-10
60030490,2007-01-16,2006-01-10
60030490,2007-03-09,2006-01-10
60030490,2007-04-19,2006-01-10
60030490,2007-07-05,2006-01-10
60030490,2007-07-06,2006-01-10
60030490,2007-10-04,2006-01-10
60030497,2006-01-12,2006-01-12
60030497,2006-02-28,2006-01-12
60030497,2006-08-10,2006-01-12
60030497,2006-09-07,2006-01-12
60030497,2006-10-12,2006-01-12
60030497,2006-10-14,2006-01-12
60030497,2006-12-09,2006-01-12
60030497,2007-02-03,2006-01-12
60030497,2007-03-14,2006-01-12
60030497,2007-05-16,2006-01-12
60030497,2007-06-22,2006-01-12
60030497,2007-07-28,2006-01-12
60030497,2007-09-20,2006-01-12
60030497,2007-10-27,2006-01-12
60030497,2007-11-17,2006-01-12
60030497,2007-12-20,2006-01-12
60030499,2006-01-13,2006-01-13
60030505,2006-02-03,2006-02-03
60030505,2006-02-11,2006-02-03
60030505,2006-02-18,2006-02-03
60030505,2006-03-04,2006-02-03
60030505,2006-04-14,2006-02-03
60030527,2006-01-10,2006-01-10
60030527,2006-03-16,2006-01-10
60030527,2006-05-24,2006-01-10
60030527,2006-08-01,2006-01-10
60030527,2006-10-18,2006-01-10
60030527,2007-01-27,2006-01-10
60030527,2007-02-28,2006-01-10
60030532,2006-01-10,2006-01-10
60030533,2006-01-11,2006-01-11
60030534,2006-01-10,2006-01-10
60030534,2006-02-13,2006-01-10
60030535,2006-01-10,2006-01-10
60030536,2006-01-10,2006-01-10
60030537,2006-01-10,2006-01-10
60030537,2006-01-19,2006-01-10
60030538,2006-01-10,2006-01-10
60030539,2006-01-10,2006-01-10
60030539,2006-01-20,2006-01-10
60030539,2006-01-30,2006-01-10
60030539,2006-02-10,2006-01-10
60030539,2006-02-22,2006-01-10
60030540,2006-02-16,2006-02-16
60030541,2006-01-11,2006-01-11
60030541,2006-01-17,2006-01-11
60030541,2006-01-26,2006-01-11
60030541,2006-02-02,2006-01-11
60030541,2006-02-09,2006-01-11
60030541,2006-02-16,2006-01-11
60030541,2006-02-23,2006-01-11
60030541,2006-03-02,2006-01-11
60030541,2006-03-09,2006-01-11
60030541,2006-03-16,2006-01-11
60030541,2006-03-23,2006-01-11
60030541,2006-03-30,2006-01-11
60030541,2006-04-06,2006-01-11
60030541,2006-04-13,2006-01-11
60030541,2006-04-20,2006-01-11
60030541,2006-04-27,2006-01-11
60030541,2006-05-04,2006-01-11
60030541,2006-05-11,2006-01-11
60030541,2006-05-18,2006-01-11
60030541,2006-05-25,2006-01-11
60030541,2006-06-01,2006-01-11
60030541,2006-06-08,2006-01-11
60030541,2006-06-15,2006-01-11
60030541,2006-06-22,2006-01-11
60030541,2006-06-29,2006-01-11
60030541,2006-07-06,2006-01-11
60030541,2006-07-13,2006-01-11
60030541,2006-07-20,2006-01-11
60030541,2006-07-27,2006-01-11
60030541,2006-08-03,2006-01-11
60030541,2006-08-10,2006-01-11
60030541,2006-08-18,2006-01-11
60030541,2006-08-24,2006-01-11
60030541,2006-08-31,2006-01-11
60030541,2006-09-02,2006-01-11
60030541,2006-09-06,2006-01-11
60030541,2006-09-14,2006-01-11
60030541,2006-09-20,2006-01-11
60030541,2006-09-28,2006-01-11
60030541,2006-10-12,2006-01-11
60030541,2006-10-19,2006-01-11
60030541,2006-10-26,2006-01-11
60030541,2006-11-03,2006-01-11
60030541,2006-11-16,2006-01-11
60030541,2006-11-23,2006-01-11
60030541,2006-12-01,2006-01-11
60030541,2006-12-07,2006-01-11
60030541,2006-12-14,2006-01-11
60030541,2006-12-21,2006-01-11
60030541,2006-12-28,2006-01-11
60030541,2007-01-04,2006-01-11
60030541,2007-01-11,2006-01-11
60030541,2007-01-17,2006-01-11
60030541,2007-01-25,2006-01-11
60030541,2007-01-31,2006-01-11
60030541,2007-02-07,2006-01-11
60030541,2007-02-14,2006-01-11
60030541,2007-02-21,2006-01-11
60030541,2007-02-28,2006-01-11
60030541,2007-03-07,2006-01-11
60030541,2007-03-14,2006-01-11
60030541,2007-03-21,2006-01-11
60030541,2007-03-29,2006-01-11
60030541,2007-04-04,2006-01-11
60030541,2007-04-11,2006-01-11
60030541,2007-04-18,2006-01-11
60030541,2007-04-25,2006-01-11
60030541,2007-05-02,2006-01-11
60030541,2007-05-09,2006-01-11
60030541,2007-05-23,2006-01-11
60030541,2007-05-30,2006-01-11
60030541,2007-06-06,2006-01-11
